iter,errorF,pearson,edgeR
1,75.3788769163538,0.325874387346229,0.0454712074153875
2,61.7625790792044,0.799290430185216,0.0906317964122912
3,59.6928695462194,0.867187249205162,0.130033600673292
4,58.8533471626561,0.893140548801499,0.157936409613168
5,58.3500157661367,0.908116862005355,0.179603768761581
6,58.0220335859803,0.917669050948728,0.198564547182045
7,57.7892990959621,0.924344079905541,0.215865238930702
8,57.6069619949425,0.929540220218621,0.223801445379844
9,57.4582462332136,0.933752239936701,0.236342543242893
10,57.3373295397984,0.937138029161076,0.243610431570058
11,57.2378737959401,0.939894879923178,0.24904420957318
12,57.1540554251035,0.942199285785453,0.249773455304123
13,57.0828352887436,0.944130535659694,0.258055292364858
14,57.021650597709,0.945770995700517,0.262459884783117
15,56.96805550686,0.947199846625147,0.268413313290707
16,56.9199645147843,0.948479641712494,0.273504482707558
17,56.8757992510796,0.949655942194564,0.277055211472135
18,56.8353189780435,0.950733424981369,0.284686733151954
19,56.7983706901693,0.951716594917123,0.292425035147443
20,56.7649326023229,0.952607962508585,0.292066797865125
21,56.7344496082662,0.953420163795262,0.296696943277118
22,56.7062695134677,0.954167846665626,0.299685920300273
23,56.6803154329683,0.954851001767776,0.302736319823945
24,56.6562884905591,0.955482184220179,0.306828779465128
25,56.633710982527,0.956079371810515,0.308899225928914
26,56.6121160562998,0.956654862669329,0.311079647184844
27,56.5914450515104,0.957207171141336,0.310865390561216
28,56.5718221741625,0.957731251054429,0.313347675126976
29,56.5536379960992,0.958214278787242,0.315675536725552
30,56.5370630675491,0.958651408642756,0.31812433715918
31,56.5221445551261,0.959041694765219,0.319004041404244
32,56.508572344225,0.9593947787649,0.321905539427258
33,56.4958275832658,0.959727036643037,0.324235781581438
34,56.4837705554128,0.960040640191056,0.325534190356933
35,56.4723164583927,0.96033742460037,0.317637812977695
36,56.4613772371006,0.96061949071246,0.315864154774893
37,56.4509022893418,0.96088796577217,0.317512754098534
38,56.4408488210506,0.961144260823449,0.320160820240529
39,56.4311058858469,0.961392372626487,0.324987271772215
40,56.4216608728883,0.961631434370049,0.327252804699152
41,56.4126660580126,0.961857413657603,0.328133538036796
42,56.4041131749435,0.962071194118048,0.332395359597655
43,56.3958928919497,0.96227538679061,0.334565847184833
44,56.3879752802773,0.962471751809361,0.335612472167394
45,56.3803269865883,0.962661345128505,0.335811883225367
46,56.3728946383673,0.962845006793944,0.33713502479069
47,56.3655980412573,0.963024989451237,0.335768030261323
48,56.3584020978765,0.963203098357786,0.338245694696919
49,56.3512970200274,0.963379820481098,0.340394178030928
50,56.3442188406196,0.963557522670987,0.340936090387937
51,56.3372062944926,0.96373571448179,0.340759713774949
52,56.3303318451139,0.963912085892506,0.341988259853567
53,56.3237144372789,0.964082875792428,0.344128043664177
54,56.3174298883524,0.964245242790567,0.347371639056314
55,56.3114494355717,0.964399504554803,0.349489780171454
56,56.3056345020187,0.96454993295614,0.352339587903779
57,56.2999088963727,0.964698459484951,0.353391501837745
58,56.2942876779726,0.964844532233546,0.352517292367689
59,56.2888083575602,0.964986840169638,0.352401507412032
60,56.2834821117176,0.96512515700045,0.353537610368533
61,56.2782719859626,0.965259941544525,0.354093235654395
62,56.2731507384749,0.965392064162955,0.355528746757788
63,56.2681097154205,0.965521464017965,0.35650337425287
64,56.2631508881315,0.965648124700672,0.356445422780005
65,56.2582944890246,0.965771631241926,0.356652448221599
66,56.2535591414046,0.965891593856186,0.359427780362796
67,56.2489588519829,0.966007346275501,0.35934848014051
68,56.244482803325,0.966119072601202,0.361308392276538
69,56.2401091823491,0.966227389343293,0.367168464886937
70,56.2358082618576,0.966333295693356,0.370189853690484
71,56.2315771176491,0.966437053278978,0.368729059443996
72,56.2273921909698,0.966539483420301,0.371522254830474
73,56.2232300389136,0.966641540255035,0.37097099076087
74,56.2190778715729,0.966743886355395,0.371766893274576
75,56.2149404811688,0.966846705147513,0.372568216396027
76,56.2108398862364,0.966949641180728,0.368774420287654
77,56.2067939262287,0.967052423144109,0.370039983718474
78,56.2028313344976,0.96715405515832,0.369581534815825
79,56.1989935272469,0.967252893124547,0.370253336194119
80,56.1952956957647,0.967348034446916,0.369184915994384
81,56.1917135602692,0.967439808107496,0.37089996198357
82,56.1881936241474,0.967529771182993,0.370131449046621
83,56.1846382960477,0.967621184666547,0.369592288222589
84,56.1809509546216,0.967717082508015,0.366700717773609
85,56.1772808428909,0.967812631290635,0.373630092951426
86,56.1738070353791,0.967902289557094,0.372640380839396
87,56.1704998274108,0.967987106060896,0.372119622005534
88,56.1673023478214,0.968068873046004,0.373607629955513
89,56.1641850686847,0.968148504786124,0.374793621953441
90,56.1611374941725,0.968226531972,0.375665147378013
91,56.1581742878163,0.968302492647982,0.378467914330099
92,56.1553012698106,0.968375855206699,0.375416225785469
93,56.152522678507,0.968446683948348,0.378163073927425
94,56.1498148944428,0.968515995340987,0.380570543015783
95,56.1470918469818,0.968586213722995,0.380882217414233
96,56.1443570913393,0.96865729128252,0.380266711338373
97,56.1417440832705,0.968725601084628,0.38020465116085
98,56.1392764727474,0.968790088220084,0.379123297753333
99,56.1369392851796,0.968850789916786,0.379217845992832
100,56.1346983351501,0.968908460230385,0.380826868511934
101,56.1325112240229,0.968964243177906,0.381286833771676
102,56.1303379149084,0.969019341323578,0.383025166335043
103,56.1281584638901,0.969074489151769,0.382427237612222
104,56.1259929674885,0.969129114680774,0.382699410139792
105,56.1238882710223,0.969181876327016,0.383663846648355
106,56.1218792918136,0.969231955308964,0.384150978061217
107,56.1199800744846,0.969279241422934,0.385153493309035
108,56.1181883206115,0.96932387344758,0.383653095411611
109,56.1164876968335,0.969366174209178,0.384002965277283
110,56.1148577925339,0.969406669083491,0.383672972736792
111,56.1132781534472,0.969445991483672,0.382967583832237
112,56.1117288602314,0.969484681743434,0.383062580105188
113,56.1101982783929,0.969522812319976,0.385419712907971
114,56.1086888198984,0.969560267094354,0.386122136541376
115,56.1072069723682,0.969596876932476,0.384972589052306
116,56.1057590639339,0.969632479748739,0.38628255443268
117,56.1043474009484,0.969667196939637,0.386346300669071
118,56.1029675579858,0.969701115488127,0.387080661127722
119,56.1016124292253,0.969734495057763,0.386100732717619
120,56.100274150189,0.969767567955863,0.385482821716799
121,56.0989445997556,0.969800551679427,0.385663905896679
