Lx_nm,Ly_nm,h_nm,a_nm,b_nm,Re_Exx,Im_Exx,Re_Eyy,Im_Eyy,Abs_Exx,Abs_Eyy,Phi_x_deg,Phi_y_deg
520,520,650,240,160,0.52763941,-0.70631969,-0.079359764,-0.86196545,0.881640999197998,0.865611003358806,-53.2393002641273,-95.2603000123881
520,520,650,240,180,0.31487569,-0.79687359,-0.05777078,0.050560249,0.856827998254296,0.0767711000360839,-68.4391001073619,138.807999608975
520,520,650,240,200,0.084325471,-0.81275421,-0.20919191,-0.73813743,0.817116999536845,0.767208003592541,-84.0765999861078,-105.823000081357
520,520,650,240,220,-0.12084309,-0.78691135,-0.28069423,-0.76529431,0.796135996648544,0.815147000039667,-98.7304997160866,-110.141999665449
520,520,650,240,240,-0.38358554,-0.73022018,-0.38357186,-0.7302251,0.824839001124658,0.824836995080767,-117.712999980257,-117.711999797465
520,520,650,240,250,-0.00011697169,0.00028744748,-0.43251115,-0.71284047,0.000310335995366001,0.83379099931826,112.142999797481,-121.247000024563
520,520,650,250,120,0.96398303,0.092585492,0.30885321,-0.89276642,0.968418997881012,0.944680996954485,5.48612999758073,-70.9169002253078
520,520,650,250,140,0.87398197,-0.40997241,-0.040335971,-0.89523176,0.965361000272069,0.896139997248873,-25.13060028118,-92.57980001365
520,520,650,250,160,0.80419105,0.12143583,-0.29280662,-0.84347964,0.813308001748348,0.892856998522358,8.58700004752213,-109.143999776942
520,520,650,250,180,0.27565341,-0.80270315,0.055817906,-0.44110742,0.848714998962874,0.444625004480496,-71.0471997368021,-82.7881000237245
520,520,650,250,200,0.049371092,-0.81401817,-0.52169701,-0.68497401,0.815514000992884,0.861021001264441,-86.5292000057026,-127.293999857665
520,520,650,250,220,-0.16035665,-0.78341781,-0.79094019,-0.56717679,0.799661003316042,0.973280995022476,-101.56799969613,-144.355999946838
520,520,650,250,240,-0.43243079,-0.71287635,-0.00021892203,0.00058206244,0.833779994080781,0.000621870998904174,-121.240999911702,110.612000096214
520,520,650,250,250,-0.33929224,-0.63773991,-0.33927782,-0.63773966,0.722378998124271,0.722372004635332,-118.014000309277,-118.012999892235
