iter,errorF,pearson,edgeR
1,66.7472243089806,0.35446486067711,0.0880793150515778
2,53.9071930178071,0.801700955307035,0.157091835926931
3,51.8154054588113,0.867736813716476,0.210264071345112
4,50.940904671828,0.893653493768817,0.248509263306978
5,50.4436955299839,0.907874628760259,0.270818769870344
6,50.1123176416787,0.917126556647415,0.279699655648945
7,49.8663899335113,0.923859806013848,0.293596737092371
8,49.6774551056493,0.928953280534691,0.307809849187716
9,49.530285078234,0.932873077632727,0.317827804122607
10,49.4121018192996,0.935998997136153,0.325077364905589
11,49.3144802551323,0.938557502055691,0.332010879982349
12,49.2321489571356,0.940700910939843,0.335806223617412
13,49.161654662573,0.942530597933016,0.336589137415807
14,49.1005095521421,0.944112142153571,0.342554994031966
15,49.0469655554974,0.945488709666112,0.3441838548971
16,48.9990233538781,0.94671485867733,0.34928737049858
17,48.9544123290522,0.947853948951708,0.347389503356741
18,48.9137113137594,0.948888436257683,0.351037499601052
19,48.8770602788008,0.949813733560725,0.363060235413028
20,48.8437240002602,0.950647916771226,0.364661697701446
21,48.8127596544115,0.951418656119814,0.364954280815576
22,48.7839332642225,0.952130836225575,0.366861338130368
23,48.7569737879322,0.952792578402409,0.371227093679333
24,48.7316883155509,0.953412377124158,0.37400157728573
25,48.7079768879756,0.95399363143583,0.370286810596161
26,48.685559772666,0.954544251082967,0.369566894438606
27,48.6641562423792,0.955072293453124,0.368478912675409
28,48.6437446020441,0.95558075322267,0.3723537934842
29,48.6244746496004,0.956063860447675,0.374811587234497
30,48.6063169737027,0.956520478851176,0.377845418538589
31,48.5891121507467,0.956954369913209,0.377790078114097
32,48.5728305025984,0.957365735929167,0.377734077271878
33,48.5576413704729,0.957749292847344,0.377796385292251
34,48.5432589132226,0.958113004734559,0.378673548497344
35,48.5295523579005,0.958460454775453,0.380162411117832
36,48.51672793849,0.958784689387293,0.370349400984929
37,48.5048626248419,0.959082986002799,0.370442749101515
38,48.4938170667483,0.959359347917552,0.373161089495998
39,48.4832390253363,0.959624503733182,0.377862998282464
40,48.472799051226,0.95988723275879,0.377810578205363
41,48.4623845998133,0.960150184496151,0.38091334776146
42,48.4521373957576,0.960407924163549,0.378259352683496
43,48.44221669735,0.960656295479961,0.379235205655214
44,48.4325439089829,0.960897754659229,0.380783083609525
45,48.423017867975,0.961136264379615,0.380294329789752
46,48.4136457955301,0.961371730671916,0.38286319979682
47,48.4045580985191,0.96160146047722,0.382581304298344
48,48.3959649808954,0.961819038566369,0.385694960446802
49,48.3879879712182,0.962019126564056,0.386176510094547
50,48.38060400324,0.962201504897365,0.38780322065339
51,48.3737105548822,0.962370389620703,0.388235594346524
52,48.3672241786674,0.962528935984372,0.389700793954687
53,48.3610813815568,0.962678691545982,0.390865112032179
54,48.3551860631254,0.96282234603332,0.393214824393215
55,48.3495034133823,0.962960717345445,0.391526709640542
56,48.3439875666284,0.96309530097208,0.389709913900971
57,48.3385564971251,0.963228331543092,0.388208901005869
58,48.3331754123904,0.963360637101577,0.390630171157125
59,48.3278521887659,0.963491515692488,0.393733217709378
60,48.3225911454782,0.963620721254403,0.39416960013393
61,48.3174190057963,0.963747756177657,0.395359532968846
62,48.3123682423272,0.963871632208903,0.390859457592232
63,48.3074768500114,0.963991015518167,0.392041108267598
64,48.3027522425677,0.964105398679446,0.390874259422981
65,48.2981731797577,0.964215654577282,0.390437029425562
66,48.2937251336536,0.964322816410565,0.391360452038692
67,48.2893927347323,0.96442761866245,0.390055433799457
68,48.2851516240436,0.964530746429981,0.393379486981784
69,48.2809701764845,0.964632811871471,0.393056964276809
70,48.27685030974,0.964733482250828,0.399515027704306
71,48.2728172638683,0.964831786505475,0.399123157910281
72,48.268886924631,0.96492728800264,0.400287210363997
73,48.2650627549988,0.96502020921507,0.40215114164207
74,48.2613447090486,0.965110707596588,0.398309066415355
75,48.2577331431033,0.965198859969595,0.39761256350075
76,48.2542395016041,0.965284349110065,0.399557970692259
77,48.2508691226464,0.965367137656017,0.397310559112359
78,48.2476107042004,0.965447478364292,0.396390161626381
79,48.2444489655876,0.965525672361291,0.397298380517314
80,48.2413762737694,0.965601939865377,0.397454402331221
81,48.2383820714703,0.965676497989756,0.40442714934683
82,48.2354430335429,0.965749660524781,0.405312155127934
83,48.2325300151471,0.965822412186372,0.407868648498303
84,48.2296192064565,0.965895524679707,0.408994571808566
85,48.226710782449,0.965968827745593,0.41293704922361
86,48.2238152481018,0.966041615745917,0.412585012578161
87,48.2209387578269,0.966113481578209,0.411976404333563
88,48.2180701905679,0.966184656405802,0.412043967663637
89,48.2152032354343,0.966255474221049,0.412994746087811
90,48.2123552371782,0.966325918494617,0.413014528311788
91,48.2095617956373,0.966395120406875,0.413350588843682
