file,f_THz,Txx_mag,Tyy_mag,Txy_mag,Tyx_mag
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",258.6,0.9591955643167873,0.9869626154343436,0.0005243148478996184,0.0011538061172922426
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",258.8,0.9608709407719644,0.9864944486194537,0.0005191932475533556,0.0011570225841806203
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",259.0,0.9625492885982514,0.9859968948921696,0.0005145287462338718,0.0011595024310992194
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",259.2,0.9642253741926727,0.9854689911623855,0.0005103245349402671,0.0011611975185126773
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",259.4,0.9658929121108611,0.9849127042192929,0.0005065887771289452,0.001162075504500891
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",259.6,0.9675442873253915,0.9843267286391153,0.0005033277605457502,0.0011620863275832827
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",259.8,0.9691743035455491,0.983712468217131,0.0005005515539342576,0.0011612072044860254
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",260.0,0.9707767418500508,0.9830710196252558,0.0004982680133753319,0.0011594199397748687
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",260.2,0.9723456286403513,0.9824021619856096,0.0004964880715686934,0.0011567073941892304
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",260.4,0.9738752510013796,0.9817072491746203,0.0004952240939473765,0.0011530511263755827
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",260.6,0.9753595860532668,0.9809865146728571,0.0004944899969433153,0.0011484696550470978
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",260.8,0.9767942335092892,0.9802402142867839,0.0004943003064221183,0.00114296799237074
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",261.0,0.9781737741832992,0.9794700509688901,0.0004946727189010932,0.001136557663519102
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",261.2,0.9794939381930855,0.978677620470602,0.0004956243212251493,0.0011292687756955825
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",261.4,0.9807495872953504,0.9778623320856571,0.0004971763355201955,0.001121140683938015
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",261.6,0.9819375317534207,0.9770270243191843,0.0004993512538074678,0.0011122086114825761
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",261.8,0.983052936952024,0.976170289826524,0.0005021744971539674,0.001102531882406128
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",262.0,0.9840946621057345,0.9752966985615198,0.0005056721849572507,0.0010921565070638915
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",262.2,0.9850582432592502,0.9744051216455094,0.0005098747969979384,0.001081147340907797
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",262.4,0.9859418561619138,0.9734977866888039,0.0005148138398978567,0.0010695688576590101
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",262.6,0.9867420571927599,0.9725756682233008,0.0005205243739607589,0.0010574873421559238
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",262.8,0.9874591731940111,0.9716410138657179,0.0005270454366063329,0.0010449724664358389
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",263.0,0.9880917112424331,0.9706941154375048,0.0005344173111709987,0.001032094342294831
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",263.2,0.98863828004483,0.9697376511304487,0.0005426826479492872,0.0010189215882294377
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",263.4,0.9890976550659141,0.9687735303815852,0.000551887231899244,0.0010055218708198246
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",263.6,0.9894711803066373,0.9678026231773709,0.0005620794960795138,0.0009919624658287227
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",263.8,0.9897587299389798,0.9668277825781592,0.0005733059985287089,0.000978305006488774
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",264.0,0.9899619393185577,0.9658486945407133,0.0005856121961639802,0.0009646124027245347
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",264.2,0.9900803683182744,0.9648695044460676,0.0005990419422461169,0.0009509393708959578
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",264.4,0.9901166775309869,0.9638916221261601,0.0006136283894222952,0.0009373376735093922
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",264.6,0.9900720373472832,0.9629171547916259,0.0006293900296906521,0.0009238587232569706
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",264.8,0.989948283560813,0.9619469733129783,0.0006463213767352894,0.0009105452981505093
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",265.0,0.9897477811240598,0.9609844983193018,0.0006643838056500173,0.0008974371707284025
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",265.2,0.9894738423394527,0.9600316407587824,0.0006834833598983957,0.0008845729357707029
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",265.4,0.9891290946413416,0.9590904425595116,0.000703455573850261,0.000871982429598785
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",265.6,0.9887167052669839,0.9581628976875488,0.0007240318035203979,0.0008596958760875848
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",265.8,0.9882384407914924,0.9572513860031752,0.0007448148771137696,0.0008477369860847173
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",266.0,0.9876992945897045,0.9563582626798389,0.000765245562243258,0.0008361279525921855
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",266.2,0.9871015318319589,0.9554863389421117,0.0007845824769544626,0.0008248868385421117
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",266.4,0.9864491857130807,0.954637639249574,0.0008019079207240692,0.0008140291129171241
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",266.6,0.9857459727764553,0.9538138912995553,0.0008161665975093565,0.0008035691779390309
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",266.8,0.9849960584824693,0.9530185650578902,0.0008262717622973692,0.0007935160038436152
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",267.0,0.9842021588093578,0.952252550331581,0.0008312632305425279,0.0007838803208587966
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",267.2,0.98336839722456,0.9515199394652747,0.0008305112963193215,0.000774666805972245
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",267.4,0.9824984242028075,0.950822638422645,0.0008238954600797362,0.0007658831385061562
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",267.6,0.9815974193221985,0.9501615583573143,0.0008118985474411196,0.000757530962033896
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",267.8,0.9806666749823816,0.9495412241672292,0.0007955641541352904,0.0007496160124863929
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",268.0,0.9797115250016201,0.9489627675308236,0.0007763322737449474,0.0007421375333784162
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",268.2,0.9787352908509022,0.9484286356023263,0.0007557992856995832,0.0007350985600047112
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",268.4,0.9777414346507975,0.9479414455223539,0.000735494269337294,0.0007284995963794352
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",268.6,0.9767321195522343,0.9475026644283855,0.0007167082734927789,0.0007223401945233285
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",268.8,0.9757128228756657,0.9471156392859322,0.0007004201586140993,0.0007166194929842475
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",269.0,0.9746858152758765,0.94678157000493,0.0006872804480748743,0.0007113399158862097
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",269.2,0.9736541977586293,0.9465034561627338,0.0006776474387504169,0.0007064975572222455
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",269.4,0.9726205710064948,0.9462823263878494,0.0006716464927951311,0.0007020949179263442
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",269.6,0.9715885354284498,0.9461197098744958,0.0006692320841957595,0.0006981319454000081
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",269.8,0.9705605346937407,0.9460198314036552,0.0006702430696754723,0.0006946067101835398
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",270.0,0.9695391710441617,0.9459812329903803,0.0006744489810578707,0.0006915207565829098
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",270.2,0.9685270419544308,0.9460084234281426,0.0006815846785873344,0.000688875162279059
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",270.4,0.9675269618672132,0.9461008961759839,0.0006913751251534871,0.000686670612438016
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",270.6,0.9665400250755268,0.9462614527671515,0.0007035501260386497,0.0006849088442479042
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",270.8,0.9655695147020746,0.9464895358433711,0.0007178565467591697,0.0006835925401875009
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",271.0,0.9646174809487957,0.9467880835160528,0.00073405813830241,0.0006827237932788047
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",271.2,0.963685386425466,0.9471566082866129,0.0007519384062035933,0.0006823080140141987
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",271.4,0.962774457090029,0.9475962149338716,0.0007712962518474987,0.0006823468500997128
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",271.6,0.9618863779786883,0.9481079613910011,0.0007919486784912265,0.000682846873098208
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",271.8,0.9610236530796158,0.9486904837722364,0.0008137226122389619,0.0006838132487061068
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",272.0,0.9601881417589788,0.9493462198260443,0.0008364547765556067,0.0006852526040848003
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",272.2,0.9593790356047446,0.9500726869482145,0.0008599825132684035,0.0006871710318028547
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",272.4,0.958598932801873,0.9508703001992438,0.0008841506959753863,0.0006895779637582686
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",272.6,0.9578489129426884,0.9517389325466307,0.000908799471848196,0.0006924801492815516
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",272.8,0.9571296395791953,0.952677047382795,0.0009337678069568472,0.0006958878114100001
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",273.0,0.9564423279571018,0.9536835379223026,0.0009588898513864874,0.0006998105522989775
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",273.2,0.9557870804823635,0.9547554970865577,0.0009839962725335903,0.0007042584920964745
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",273.4,0.9551642889246855,0.9558930242072063,0.0010089119340799695,0.0007092428034573195
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",273.6,0.9545768507239215,0.9570936958124843,0.0010334568973111554,0.000714775990926528
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",273.8,0.9540224164955454,0.9583528860508533,0.0010574511031801895,0.0007208679224358648
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",274.0,0.9535026524577684,0.9596692998538612,0.0010807126230335242,0.0007275316573160236
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",274.2,0.9530186614961954,0.961039949622283,0.0011030613544971105,0.000734778905195978
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",274.4,0.9525707102766702,0.9624603129194463,0.0011243234822367562,0.0007426219872674095
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",274.6,0.9521572921261486,0.9639264754393873,0.0011443355105147269,0.0007510714615327892
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",274.8,0.9517799130812753,0.9654344108187775,0.0011629465340612182,0.0007601390423922454
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",275.0,0.9514386850512229,0.9669781022572332,0.0011800210369298507,0.0007698352150973609
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",275.2,0.9511342742305107,0.9685549680921575,0.001195444771392221,0.0007801662374705791
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",275.4,0.9508648542106285,0.9701583036236914,0.0012091279226074424,0.0007911407887506465
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",275.6,0.9506311533207819,0.9717814489734821,0.0012210037462882743,0.0008027638828759052
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",275.8,0.9504344721783823,0.9734201413330423,0.0012310304633683928,0.000815035009560939
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",276.0,0.950272807676301,0.9750664124484034,0.0012391963383838738,0.0008279539171988983
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",276.2,0.9501470975738441,0.9767153170569662,0.001245519759483566,0.0008415144865805935
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",276.4,0.950057001894623,0.9783594041603314,0.0012500327042045721,0.0008557063077917755
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",276.6,0.9500012826938709,0.979991151411583,0.0012527920325532886,0.0008705121724592311
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",276.8,0.9499804619517181,0.9816045219155218,0.0012538723890097429,0.0008859113714896669
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",277.0,0.9499946107741875,0.9831914903867913,0.0012533777022111093,0.0009018713714690194
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",277.2,0.9500428518609041,0.9847453460387614,0.0012514123393785918,0.0009183552197247479
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",277.4,0.9501253758583651,0.9862581595834828,0.0012480871499975477,0.0009353155145250401
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",277.6,0.9502405705504265,0.9877230679264305,0.0012435290872754045,0.0009526937432239177
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",277.8,0.9503888021146925,0.9891325433085295,0.0012378617366034098,0.0009704240860129144
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",278.0,0.9505693872606039,0.990480306409976,0.0012311942698539535,0.000988426862803718
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",278.2,0.9507826824863818,0.9917597141293852,0.0012236604736254619,0.0010066124193889125
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",278.4,0.9510281062119035,0.992962763935284,0.001215376508329828,0.001024880605809276
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",278.6,0.9513037339341206,0.9940846007186712,0.001206457705241257,0.0010431181303519749
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",278.8,0.951610717046104,0.99511868677912,0.0011969938338642352,0.001061205246311947
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",279.0,0.9519477759105276,0.9960607347973315,0.0011870836424367913,0.001079012533549078
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",279.2,0.9523139830523335,0.9969049852643932,0.0011768272246493962,0.001096402778202427
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",279.4,0.952710642544209,0.9976474538858898,0.0011663087802619022,0.0011132382373351128
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",279.6,0.9531352109900253,0.9982837477235619,0.0011555797534813423,0.0011293750309728828
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",279.8,0.9535871617057351,0.9988120341806059,0.0011447252478761008,0.0011446772930612365
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",280.0,0.9540672905094273,0.9992283047116911,0.001133797912725632,0.0011590090901213847
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",280.2,0.9545741563781203,0.999532268489617,0.0011228463401663647,0.0011722469503654082
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",280.4,0.9551088406919913,0.9997219874044979,0.0011119141639722044,0.0011842781353584094
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",280.6,0.9556683910332077,0.9997973187171488,0.0011010476744710014,0.0011950048691658122
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",280.8,0.9562529816199269,0.9997592134314142,0.0010902778170104167,0.0012043498522439399
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",281.0,0.9568632601709609,0.9996076394435968,0.001079633989085653,0.0012122508440087802
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",281.2,0.9574985234380261,0.9993453624938677,0.0010691417517434253,0.0012186703701756272
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",281.4,0.9581562673654487,0.9989733965051318,0.0010588211575072563,0.001223587642804959
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",281.6,0.9588391362301656,0.9984953794049326,0.0010486895376277958,0.001227011398918527
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",281.8,0.9595438517333379,0.9979160186874445,0.0010387623231297909,0.0012289543157676774
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",282.0,0.9602718572437956,0.9972372376626335,0.001029050697419714,0.0012294590029053429
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",282.2,0.9610214025994219,0.9964662405621176,0.0010195645924476783,0.001228577070281307
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",282.4,0.9617935839563545,0.9956069557647989,0.0010103124934276548,0.0012263625452352987
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",282.6,0.9625873790166845,0.9946637372836311,0.0010012976700686964,0.0012228917584054609
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",282.8,0.9634016916281599,0.9936441929233272,0.0009925256708498778,0.0012182312406801101
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",283.0,0.9642364183559964,0.9925544545061494,0.000983998531952665,0.00121247277792122
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",283.2,0.9650923563151871,0.991400798315192,0.000975718436731622,0.0012056800035902726
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",283.4,0.9659696316220294,0.9901880367132296,0.0009676845733378227,0.0011979349772065562
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",283.6,0.9668666165402547,0.9889255562073416,0.0009598965298577758,0.0011892946768003968
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",283.8,0.9677836352992335,0.987618478685469,0.0009523541772182237,0.0011798363899948163
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",284.0,0.9687217154219265,0.9862745380724375,0.0009450543068019953,0.0011696023875933225
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",284.2,0.9696806905105412,0.9848992645204889,0.0009379936064456943,0.0011586538045059017
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",284.4,0.9706597261872975,0.983500242977601,0.0009311693943236125,0.0011470135711734218
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",284.6,0.9716609823235675,0.9820846872495264,0.0009245774560981897,0.0011347181179993558
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",284.8,0.9726841181622121,0.9806578751170053,0.000918211924359513,0.0011217883381458378
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",285.0,0.9737297531954131,0.9792269743527288,0.0009120680513645898,0.0011082296485697357
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",285.2,0.9747985495619083,0.9777981194096254,0.0009061388328070925,0.0010940508620173929
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",285.4,0.9758927076928073,0.9763755783938887,0.0009004174790690165,0.0010792375561080186
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",285.6,0.9770141916333662,0.9749666434565852,0.0008948958143879096,0.001063773728294227
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",285.8,0.9781634123805695,0.973575538501764,0.0008895628746665409,0.0010476342352806155
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",286.0,0.9793433989158246,0.9722070447044703,0.0008844090172640711,0.0010307850997797747
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",286.2,0.9805554165945951,0.970866603694349,0.0008794197443769387,0.001013183131226532
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",286.4,0.9818051609708511,0.9695584756542539,0.0008745797201416015,0.0009947762129011782
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",286.6,0.9830947687634188,0.9682853815730155,0.000869868253322542,0.000975505291198874
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",286.8,0.9844274953464068,0.9670523602292691,0.0008652607595853633,0.0009553002157630866
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",287.0,0.9858097785764757,0.9658635110076371,0.0008607272977681664,0.0009340858242072834
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",287.2,0.9872440720328484,0.9647194591641655,0.0008562266358702234,0.0009117853726321782
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",287.4,0.9887350550779509,0.9636249384760651,0.0008517046739750884,0.0008883243587530467
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",287.6,0.9902816928894524,0.9625815956405982,0.0008470897945554532,0.0008636604830053301
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",287.8,0.9918783506428599,0.9615908032448105,0.000842280097269311,0.0008378330296288157
"MWS-sweep-01-0001.s4p (tair=800,tsub=1000)",288.0,0.9935007747646701,0.9606559633547278,0.000837127561666082,0.0008110844679390674
